skos:notation,skos:prefLabel,skos:altLabel,nypl:collectionType,nypl:deliveryLocationType,nypl:actualLocation,dcterms:isPartOf,nypl:owner,nypl:requestable,nypl:deliverableTo,nypl:recapCustomerCode,nypl:allowSierraHold,nypl:locationsSlug,nypl:deliverableToResolution
nyj1t,NYCHA 1 Mariner's Harbor Houses Children's Fairy Tale,NYCHA 1 Mariner's Harbor Houses Children's Fairy Tale,,,,,,false,,,true,,
nyj1y,NYCHA 1 Mariner's Harbor Houses Children's Young Reader,NYCHA 1 Mariner's Harbor Houses Children's Young Reader,,,,,,false,,,true,,
nyj2,NYCHA 2 Todt Hill Houses Collection,NYCHA 2 Todt Hill Houses Collection,,,,,,false,,,true,,
nyj2a,NYCHA 2 Todt Hill Houses Children's Early Reader,NYCHA 2 Todt Hill Houses Children's Early Reader,,,,,,false,,,true,,
nyj2f,NYCHA 2 Todt Hill Houses Children's Fiction,NYCHA 2 Todt Hill Houses Children's Fiction,,,,,,false,,,true,,
nyj2h,NYCHA 2 Todt Hill Houses Children's Holiday Book,NYCHA 2 Todt Hill Houses Children's Holiday Book,,,,,,false,,,true,,
nyj2i,NYCHA 2 Todt Hill Houses Children's Picture Book,NYCHA 2 Todt Hill Houses Children's Picture Book,,,,,,false,,,true,,
nyj2l,NYCHA 2 Todt Hill Houses Children's World Languages,NYCHA 2 Todt Hill Houses Children's World Languages,,,,,,false,,,true,,
nyj2n,NYCHA 2 Todt Hill Houses Children's Non Fiction,NYCHA 2 Todt Hill Houses Children's Non Fiction,,,,,,false,,,true,,
nyj2r,NYCHA 2 Todt Hill Houses Children's Read Along Fiction,NYCHA 2 Todt Hill Houses Children's Read Along Fiction,,,,,,false,,,true,,
nyj2s,NYCHA 2 Todt Hill Houses Read Along Non-Fiction,NYCHA 2 Todt Hill Houses Read Along Non-Fiction,,,,,,false,,,true,,
nyj2t,NYCHA 2 Todt Hill Houses Children's Fairy Tale,NYCHA 2 Todt Hill Houses Children's Fairy Tale,,,,,,false,,,true,,
nyj2y,NYCHA 2 Todt Hill Houses Children's Young Reader,NYCHA 2 Todt Hill Houses Children's Young Reader,,,,,,false,,,true,,
nyy1,NYCHA Collection 1 Young Adult,NYCHA Collection 1 Young Adult,,,,,,false,,,true,,
nyy1f,NYCHA Collection 1 YA Fiction,NYCHA Collection 1 YA Fiction,,,,,,false,,,true,,
nyy1l,NYCHA Collection 1 YA World Language,NYCHA Collection 1 YA World Language,,,,,,false,,,true,,
nyy1n,NYCHA Collection 1 YA Non-Fiction,NYCHA Collection 1 YA Non-Fiction,,,,,,false,,,true,,
nyy2,NYCHA Collection 2 Young Adult,NYCHA Collection 2 Young Adult,,,,,,false,,,true,,
nyy2f,NYCHA Collection 2 YA Fiction,NYCHA Collection 2 YA Fiction,,,,,,false,,,true,,
nyy2l,NYCHA Collection 2 YA World Language,NYCHA Collection 2 YA World Language,,,,,,false,,,true,,
nyy2n,NYCHA Collection 2 YA Non-Fiction,NYCHA Collection 2 YA Non-Fiction,,,,,,false,,,true,,
os,OFFSITE - ReCAP Partner,OFFSITE - ReCAP Partner,,,,os,,false,,,true,,
ot,Ottendorfer,Ottendorfer,Branch,,,ot,,false,,,true,,
ota,Ottendorfer Adult,Ottendorfer Adult,Branch,,,ot,,false,,,true,,
ota01,Ottendorfer Reference,Ottendorfer Reference,Branch,,,ot,,false,,,true,,
ota03,Ottendorfer Closed Shelf Reference,Ottendorfer Closed Shelf Reference,Branch,,,ot,,false,,,true,,
ota0f,Ottendorfer Fiction,Ottendorfer Fiction,Branch,,,ot,,false,,,true,,
ota0l,Ottendorfer World Languages,Ottendorfer World Languages,Branch,,,ot,,false,,,true,,
ota0n,Ottendorfer Non-Fiction,Ottendorfer Non-Fiction,Branch,,,ot,,false,,,true,,
ota0v,Ottendorfer Non-Print Media,Ottendorfer Non-Print Media,Branch,,,ot,,false,,,true,,
otar,Ottendorfer Adult Reference,Ottendorfer Adult Reference,Branch,,,ot,,false,,,true,,
otj,Ottendorfer Children,Ottendorfer Children,Branch,,,ot,,false,,,true,,
otj01,Ottendorfer Children's Reference,Ottendorfer Children's Reference,Branch,,,ot,,false,,,true,,
otj0a,Ottendorfer Children's Easy Book,Ottendorfer Children's Easy Book,Branch,,,ot,,false,,,true,,
otj0f,Ottendorfer Children's Fiction,Ottendorfer Children's Fiction,Branch,,,ot,,false,,,true,,
otj0h,Ottendorfer Children's Holiday Book,Ottendorfer Children's Holiday Book,Branch,,,ot,,false,,,true,,
otj0i,Ottendorfer Children's Picture Book,Ottendorfer Children's Picture Book,Branch,,,ot,,false,,,true,,
otj0l,Ottendorfer Children's World Languages,Ottendorfer Children's World Languages,Branch,,,ot,,false,,,true,,
otj0n,Ottendorfer Children's Non-Fiction,Ottendorfer Children's Non-Fiction,Branch,,,ot,,false,,,true,,
otj0t,Ottendorfer Children's Fairy Tale,Ottendorfer Children's Fairy Tale,Branch,,,ot,,false,,,true,,
otj0v,Ottendorfer Children's Non-Print Media,Ottendorfer Children's Non-Print Media,Branch,,,ot,,false,,,true,,
otj0y,Ottendorfer Children's Young Reader,Ottendorfer Children's Young Reader,Branch,,,ot,,false,,,true,,
otjlf,Ottendorfer Children's Read-Along Book Fiction,Ottendorfer Children's Read-Along Book Fiction,Branch,,,ot,,false,,,true,,
otjln,Ottendorfer Children's Read-Along Book Non-Fiction,Ottendorfer Children's Read-Along Book Non-Fiction,Branch,,,ot,,false,,,true,,
otjr,Ottendorfer Children's Reference,Ottendorfer Children's Reference,Branch,,,ot,,false,,,true,,
oty,Ottendorfer Young Adult,Ottendorfer Young Adult,Branch,,,ot,,false,,,true,,
oty01,Ottendorfer YA Reference,Ottendorfer YA Reference,Branch,,,ot,,false,,,true,,
oty0f,Ottendorfer YA Fiction,Ottendorfer YA Fiction,Branch,,,ot,,false,,,true,,
oty0l,Ottendorfer YA World Languages,Ottendorfer YA World Languages,Branch,,,ot,,false,,,true,,
oty0n,Ottendorfer YA Non-Fiction,Ottendorfer YA Non-Fiction,Branch,,,ot,,false,,,true,,
oty0v,Ottendorfer YA Non-Print Media,Ottendorfer YA Non-Print Media,Branch,,,ot,,false,,,true,,
otyr,Ottendorfer Young Adult Reference,Ottendorfer Young Adult Reference,Branch,,,ot,,false,,,true,,
otzzz,Ottendorfer,Ottendorfer (error code),Branch,,,ot,,false,,,true,,
pk,Parkchester,Parkchester,Branch,,,pk,,false,,,true,,
pka,Parkchester Adult,Parkchester Adult,Branch,,,pk,,false,,,true,,
pka01,Parkchester Reference,Parkchester Reference,Branch,,,pk,,false,,,true,,
pka03,Parkchester Closed Shelf Reference,Parkchester Closed Shelf Reference,Branch,,,pk,,false,,,true,,
pka0f,Parkchester Fiction,Parkchester Fiction,Branch,,,pk,,false,,,true,,
pka0l,Parkchester World Languages,Parkchester World Languages,Branch,,,pk,,false,,,true,,
pka0n,Parkchester Non-Fiction,Parkchester Non-Fiction,Branch,,,pk,,false,,,true,,
pka0v,Parkchester Non-Print Media,Parkchester Non-Print Media,Branch,,,pk,,false,,,true,,
pka0w,Parkchester Adult Learning Center,Parkchester Adult Learning Center,Branch,,,pk,,false,,,true,,
pkar,Parkchester Adult Reference,Parkchester Adult Reference,Branch,,,pk,,false,,,true,,
pkj,Parkchester Children,Parkchester Children,Branch,,,pk,,false,,,true,,
pkj01,Parkchester Children's Reference,Parkchester Children's Reference,Branch,,,pk,,false,,,true,,
pkj0a,Parkchester Children's Easy Book,Parkchester Children's Easy Book,Branch,,,pk,,false,,,true,,
pkj0f,Parkchester Children's Fiction,Parkchester Children's Fiction,Branch,,,pk,,false,,,true,,
pkj0h,Parkchester Children's Holiday Book,Parkchester Children's Holiday Book,Branch,,,pk,,false,,,true,,
pkj0i,Parkchester Children's Picture Book,Parkchester Children's Picture Book,Branch,,,pk,,false,,,true,,
pkj0l,Parkchester Children's World Languages,Parkchester Children's World Languages,Branch,,,pk,,false,,,true,,
pkj0n,Parkchester Children's Non-Fiction,Parkchester Children's Non-Fiction,Branch,,,pk,,false,,,true,,
pkj0r,Parkchester Children's Video Visit Room,Parkchester Children's Video Visit Room,Branch,,,pk,,false,,,true,,
pkj0t,Parkchester Children's Fairy Tale,Parkchester Children's Fairy Tale,Branch,,,pk,,false,,,true,,
pkj0v,Parkchester Children's Non-Print Media,Parkchester Children's Non-Print Media,Branch,,,pk,,false,,,true,,
pkj0y,Parkchester Children's Young Reader,Parkchester Children's Young Reader,Branch,,,pk,,false,,,true,,
pkjlf,Parckchester Children's Read-Along Book Fiction,Parckchester Children's Read-Along Book Fiction,Branch,,,pk,,false,,,true,,
pkjln,Parckchester Children's Read-Along Book Non-Fiction,Parckchester Children's Read-Along Book Non-Fiction,Branch,,,pk,,false,,,true,,
pkjr,Parkchester Children's Reference,Parkchester Children's Reference,Branch,,,pk,,false,,,true,,
pky,Parkchester Young Adult,Parkchester Young Adult,Branch,,,pk,,false,,,true,,
pky01,Parkchester YA Reference,Parkchester YA Reference,Branch,,,pk,,false,,,true,,
pky0f,Parkchester YA Fiction,Parkchester YA Fiction,Branch,,,pk,,false,,,true,,
pky0l,Parkchester YA World Languages,Parkchester YA World Languages,Branch,,,pk,,false,,,true,,
pky0n,Parkchester YA Non-Fiction,Parkchester YA Non-Fiction,Branch,,,pk,,false,,,true,,
pky0v,Parkchester YA Non-Print Media,Parkchester YA Non-Print Media,Branch,,,pk,,false,,,true,,
pkyr,Parkchester Young Adult Reference,Parkchester Young Adult Reference,Branch,,,pk,,false,,,true,,
pkytn,Parkchester Young Adult College and Career Pathways Collection,Parkchester Young Adult College and Career Pathways Collection,Branch,,,pk,,false,,,true,,
pkzzz,Parkchester,Parkchester (error code),Branch,,,pk,,false,,,true,,
pm,Pelham Bay,Pelham Bay,Branch,,,pm,,false,,,true,,
pma,Pelham Bay Adult,Pelham Bay Adult,Branch,,,pm,,false,,,true,,
pma01,Pelham Bay Reference,Pelham Bay Reference,Branch,,,pm,,false,,,true,,
pma03,Pelham Bay Closed Shelf Reference,Pelham Bay Closed Shelf Reference,Branch,,,pm,,false,,,true,,
pma0f,Pelham Bay Fiction,Pelham Bay Fiction,Branch,,,pm,,false,,,true,,
pma0l,Pelham Bay World Languages,Pelham Bay World Languages,Branch,,,pm,,false,,,true,,
pma0n,Pelham Bay Non-Fiction,Pelham Bay Non-Fiction,Branch,,,pm,,false,,,true,,
pma0v,Pelham Bay Non-Print Media,Pelham Bay Non-Print Media,Branch,,,pm,,false,,,true,,
pmar,Pelham Bay Adult Reference,Pelham Bay Adult Reference,Branch,,,pm,,false,,,true,,
pmatf,Pelham Bay ThriveNYC Adult Fiction,Pelham Bay ThriveNYC Adult Fiction,Branch,,,pm,,false,,,true,,
pmatn,Pelham Bay ThriveNYC Adult Non-Fiction,Pelham Bay ThriveNYC Adult Non-Fiction,Branch,,,pm,,false,,,true,,
pmj,Pelham Bay Children,Pelham Bay Children,Branch,,,pm,,false,,,true,,
pmj01,Pelham Bay Children's Reference,Pelham Bay Children's Reference,Branch,,,pm,,false,,,true,,
pmj0a,Pelham Bay Children's Easy Book,Pelham Bay Children's Easy Book,Branch,,,pm,,false,,,true,,
pmj0f,Pelham Bay Children's Fiction,Pelham Bay Children's Fiction,Branch,,,pm,,false,,,true,,
pmj0h,Pelham Bay Children's Holiday Book,Pelham Bay Children's Holiday Book,Branch,,,pm,,false,,,true,,
pmj0i,Pelham Bay Children's Picture Book,Pelham Bay Children's Picture Book,Branch,,,pm,,false,,,true,,
pmj0l,Pelham Bay Children's World Languages,Pelham Bay Children's World Languages,Branch,,,pm,,false,,,true,,
pmj0n,Pelham Bay Children's Non-Fiction,Pelham Bay Children's Non-Fiction,Branch,,,pm,,false,,,true,,
pmj0t,Pelham Bay Children's Fairy Tale,Pelham Bay Children's Fairy Tale,Branch,,,pm,,false,,,true,,
pmj0v,Pelham Bay Children's Non-Print Media,Pelham Bay Children's Non-Print Media,Branch,,,pm,,false,,,true,,
pmj0y,Pelham Bay Children's Young Reader,Pelham Bay Children's Young Reader,Branch,,,pm,,false,,,true,,
pmjlf,Pelham Bay Children's Read-Along Book Fiction,Pelham Bay Children's Read-Along Book Fiction,Branch,,,pm,,false,,,true,,
pmjln,Pelham Bay Children's Read-Along Book Non-Fiction,Pelham Bay Children's Read-Along Book Non-Fiction,Branch,,,pm,,false,,,true,,
pmjr,Pelham Bay Children's Reference,Pelham Bay Children's Reference,Branch,,,pm,,false,,,true,,
pmy,Pelham Bay Young Adult,Pelham Bay Young Adult,Branch,,,pm,,false,,,true,,
pmy01,Pelham Bay YA Reference,Pelham Bay YA Reference,Branch,,,pm,,false,,,true,,
pmy0f,Pelham Bay YA Fiction,Pelham Bay YA Fiction,Branch,,,pm,,false,,,true,,
pmy0l,Pelham Bay YA World Languages,Pelham Bay YA World Languages,Branch,,,pm,,false,,,true,,
pmy0n,Pelham Bay YA Non-Fiction,Pelham Bay YA Non-Fiction,Branch,,,pm,,false,,,true,,
pmy0v,Pelham Bay YA Non-Print Media,Pelham Bay YA Non-Print Media,Branch,,,pm,,false,,,true,,
pmyr,Pelham Bay Young Adult Reference,Pelham Bay Young Adult Reference,Branch,,,pm,,false,,,true,,
pmzzz,Pelham Bay,Pelham Bay (error code),Branch,,,pm,,false,,,true,,
pr,Port Richmond,Port Richmond,Branch,,,pr,,false,,,true,,
pra,Port Richmond Adult,Port Richmond Adult,Branch,,,pr,,false,,,true,,
pra01,Port Richmond Reference,Port Richmond Reference,Branch,,,pr,,false,,,true,,
pra03,Port Richmond Closed Shelf Reference,Port Richmond Closed Shelf Reference,Branch,,,pr,,false,,,true,,
pra0f,Port Richmond Fiction,Port Richmond Fiction,Branch,,,pr,,false,,,true,,
pra0l,Port Richmond World Languages,Port Richmond World Languages,Branch,,,pr,,false,,,true,,
pra0n,Port Richmond Non-Fiction,Port Richmond Non-Fiction,Branch,,,pr,,false,,,true,,
pra0v,Port Richmond Non-Print Media,Port Richmond Non-Print Media,Branch,,,pr,,false,,,true,,
pra0w,Port Richmond Adult Learning Center,Port Richmond Adult Learning Center,Branch,,,pr,,false,,,true,,
prar,Port Richmond Adult Reference,Port Richmond Adult Reference,Branch,,,pr,,false,,,true,,
prj,Port Richmond Children,Port Richmond Children,Branch,,,pr,,false,,,true,,
prj01,Port Richmond Children's Reference,Port Richmond Children's Reference,Branch,,,pr,,false,,,true,,
prj0a,Port Richmond Children's Easy Book,Port Richmond Children's Easy Book,Branch,,,pr,,false,,,true,,
prj0f,Port Richmond Children's Fiction,Port Richmond Children's Fiction,Branch,,,pr,,false,,,true,,
prj0h,Port Richmond Children's Holiday Book,Port Richmond Children's Holiday Book,Branch,,,pr,,false,,,true,,
prj0i,Port Richmond Children's Picture Book,Port Richmond Children's Picture Book,Branch,,,pr,,false,,,true,,
prj0l,Port Richmond Children's World Languages,Port Richmond Children's World Languages,Branch,,,pr,,false,,,true,,
prj0n,Port Richmond Children's Non-Fiction,Port Richmond Children's Non-Fiction,Branch,,,pr,,false,,,true,,
prj0t,Port Richmond Children's Fairy Tale,Port Richmond Children's Fairy Tale,Branch,,,pr,,false,,,true,,
prj0v,Port Richmond Children's Non-Print Media,Port Richmond Children's Non-Print Media,Branch,,,pr,,false,,,true,,
prj0y,Port Richmond Children's Young Reader,Port Richmond Children's Young Reader,Branch,,,pr,,false,,,true,,
prjlf,Port Richmond Children's Read-Along Book Fiction,Port Richmond Children's Read-Along Book Fiction,Branch,,,pr,,false,,,true,,
prjln,Port Richmond Children's Read-Along Book Non-Fiction,Port Richmond Children's Read-Along Book Non-Fiction,Branch,,,pr,,false,,,true,,
prjr,Port Richmond Children's Reference,Port Richmond Children's Reference,Branch,,,pr,,false,,,true,,
pry,Port Richmond Young Adult,Port Richmond Young Adult,Branch,,,pr,,false,,,true,,
pry01,Port Richmond YA Reference,Port Richmond YA Reference,Branch,,,pr,,false,,,true,,
pry0f,Port Richmond YA Fiction,Port Richmond YA Fiction,Branch,,,pr,,false,,,true,,
pry0l,Port Richmond YA World Languages,Port Richmond YA World Languages,Branch,,,pr,,false,,,true,,
pry0n,Port Richmond YA Non-Fiction,Port Richmond YA Non-Fiction,Branch,,,pr,,false,,,true,,
pry0v,Port Richmond YA Non-Print Media,Port Richmond YA Non-Print Media,Branch,,,pr,,false,,,true,,
pryr,Port Richmond Young Adult Reference,Port Richmond Young Adult Reference,Branch,,,pr,,false,,,true,,
przzz,Port Richmond,Port Richmond (error code),Branch,,,pr,,false,,,true,,
qc2ma,Temporary Storage,OFFSITE - TSD - Request in Advance,Research,,,qc,0001,false,mab;mag;map;maf;mal;mai;mala;malc;maln;malw;myr;sc;slr;mal17,,true,,
qc2mj,Temporary Storage,OFFSITE - TSD - Request in Advance,Research,,,qc,0001,false,mab;mag;map;maf;mal;mai;mala;malc;maln;malw;myr;sc;slr;mal17,,true,,
qc2sl,Temporary Storage,OFFSITE - TSD - Request in Advance,Research,,,qc,0001,false,mab;mag;map;maf;mal;mai;mala;malc;maln;malw;myr;sc;slr;mal17,,true,,
qcma2,Temporary Storage,OFFSITE - TSD - Request in Advance for use at Schwarzman Bldg,Research,,,qc,1000,false,mab;mag;map;maf;mal;mai;mala;malc;maln;malw;myr;sc;slr;mal17,,true,,
qcmb2,Temporary Storage,OFFSITE - TSD - Request in Advance for use at Schwarzman Bldg,Research,,,qc,1000,false,mab;mal,,true,,
qcmb8,Temporary Storage,OFFSITE - Request in Advance for use at SASB Art Division,Research,,,qc,1110,false,mab,,true,,
qcmb9,Temporary Storage,SASB Art--Offsite--Restricted,Research,,,qc,1110,false,mab,,true,,
qcmf2,Temporary Storage,OFFSITE - TSD - Request in Advance for use at Schwarzman Bldg -,Research,,,qc,1000,false,maf,,true,,
qcmf8,Temporary Storage,OFFSITE - TSD - Request in Advance for use at Schwarzman Bldg -,Research,,,qc,1000,false,maf,,true,,
qcmf9,Temporary Storage,SASB Jewish--Offsite--Restricted,Research,,,qc,1103,false,maf,,true,,
qcmg2,Temporary Storage,OFFSITE - TSD - Request in Advance for use at Schwarzman Bldg -,Research,,,qc,1000,false,mag,,true,,
qcmg8,Temporary Storage,OFFSITE - TSD - Request in Advance for use at Schwarzman Bldg -,Research,,,qc,1000,false,mag,,true,,
qcmi2,Temporary Storage,OFFSITE - TSD - Request in Advance for use at Schwarzman Bldg -,Research,,,qc,1000,false,mai,,true,,
qcmj2,Temporary Storage,OFFSITE - TSD - Request in Advance for use at Schwarzman Bldg,Research,,,qc,1000,false,mab;mag;map;maf;mal;mai;mala;malc;maln;malw,,true,,
qcml2,Temporary Storage,OFFSITE - TSD - Request in Advance for use at Schwarzman Bldg -,Research,,,qc,1000,false,mal,,true,,
qcmo2,Temporary Storage,OFFSITE - TSD - Request in Advance for use at Schwarzman Bldg -,Research,,,qc,1000,false,mao,,true,,
qcmp2,Temporary Storage,OFFSITE - TSD - Request in Advance for use at Schwarzman Bldg - Maps,Research,,,qc,1106,false,map,,true,,
qcmr2,Temporary Storage,OFFSITE - TSD - Request in Advance for use at Schwarzman Bldg - Rare,Research,,,qc,1108,false,mar,,true,,
qcms2,Temporary Storage,OFFSITE - TSD - Request in Advance for use at Schwarzman Bldg,Research,,,qc,1000,false,mas,,true,,
